北京,本科,3-5年,"14薪,五险一金,年底双薪,绩效奖金,弹性工作",急聘JAVA工程师,10K-15K
北京,本科,3-5年,"节日福利,五险一金,年底双薪,股票期权,带薪年假",JAVA高级开发工程师,20K-30K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,通讯补助,带薪年假,定期体检",Java后端工程师,10K-20K
北京-西城区,不限,1-3年,"带薪年假,节日福利,员工旅游,周末双休,定期团建",Java开发（急招）,10K-15K
北京,大专,3-5年,"绩效奖金,五险一金,带薪年假,弹性工作,节日福利",javaweb开发工程师,8K-10K
北京,本科,无经验,,JAVA工程师,校招
北京,本科,5-10年,"五险一金,周末双休,交通补助,餐补,弹性工作",java开发（智慧决策6）,25K-40K
北京,,无经验,,Java开发工程师,校招
北京,本科,3-5年,"五险一金,绩效奖金,餐补,带薪年假,定期体检",高级java工程师,10K-15K
北京,本科,3-5年,"五险一金,绩效奖金,餐补,带薪年假,定期体检",JAVA工程师,8K-12K
北京,本科,无经验,,Java实习生,2K-4K
北京,本科,5-10年,,高级java开发工程师(000690),20K-30K
北京,本科,5-10年,"五险一金,绩效奖金,项目奖金,每年多次调薪,全勤奖",总工程师（java）,30K-60K
北京,本科,3-5年,,高级Java工程师-乐高 媒资库,18K-33K
北京,本科,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",Java中级开发（车险）,15K-20K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",Java高级开发（健康服务）,20K-30K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",Java高级开发,20K-30K
北京,本科,无经验,,Java后端开发工程师,校招
北京,本科,无经验,,Java研发工程师,校招
北京-海淀区,硕士,5-10年,"五险一金,通讯补助,带薪年假,餐补,定期体检",Java高级研发工程师,10K-20K
北京-朝阳区,本科,无经验,,Java研发工程师,校招
北京,本科,无经验,,Java实习工程师,校招
北京,本科,3-5年,"五险一金,绩效奖金,项目奖金,每年多次调薪,晋升空间",技术总监（java）,15K-30K
北京,本科,3-5年,"五险一金,绩效奖金,项目奖金,每年多次调薪,晋升空间",高级Java开发工程师(AICC),15K-30K
北京-西城区,本科,不限,"每年多次调薪,五险一金,绩效奖金,加班补助,带薪年假",java开发工程师,6K-12K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,补充医疗保险",高级Java开发工程师,20K-30K
北京-崇文区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京,本科,3-5年,"创业公司,五险一金,餐补",java架构师,35K-45K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",Java高级开发（承保）,20K-30K
北京,本科,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",Java中级开发,15K-20K
北京-海淀区,本科,无经验,,研发工程师-大数据、Java、Php、Pathon,校招
北京,本科,无经验,,Java工程师,校招
北京,,无经验,,JAVA开发工程师-产品中心,校招
北京,,无经验,,JAVA开发岗,校招
北京,本科,无经验,,JAVA研发工程师（北京、天津）,校招
北京,大专,5-10年,"五险一金,周末双休,交通补助,餐补,通讯补助",中级/高级java工程师,18K-36K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,餐补,通讯补助,带薪年假",java工程师,10K-15K
北京-昌平区,本科,1-3年,"节日福利,五险一金,年底双薪,绩效奖金,通讯补助",软件开发工程师（JAVA）,12K-20K
北京,本科,1-3年,"节日福利,五险一金,年底双薪,绩效奖金,交通补助",软件开发工程师（JAVA）,8.5K-16K
北京-昌平区,本科,5-10年,"节日福利,五险一金,年底双薪,绩效奖金,通讯补助",软件开发高级工程师（JAVA）,15K-30K
北京-海淀区,本科,不限,"五险一金,绩效奖金,交通补助,餐补,通讯补助",软件开发工程师Java,6K-12K
北京-大兴区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-海淀区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-西城区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-海淀区,大专,不限,"五险一金,年底双薪,全勤奖,房补,带薪年假",java+人工智能（AI）开发签约实习生,5.9K-11K
北京-海淀区,本科,无经验,,java开发工程师,校招
北京,,无经验,,Java开发工程师,校招
北京,本科,5-10年,"五险一金,周末双休,交通补助,餐补,弹性工作",java技术专家（智慧决策）,30K-50K
北京,本科,无经验,,JavaScript研发工程师,校招
北京,本科,无经验,,JavaScript研发工程师实习生,校招
北京,本科,3-5年,"五险一金,节日福利,周末双休",JAVA研发工程师（教务）,15K-30K
北京,本科,1-3年,"五险一金,周末双休,定期体检,年终分红",java开发工程师,10K-15K
北京-朝阳区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",java大数据（人工智能方向）签约实习生,5.9K-11.8K
北京-朝阳区,本科,3-5年,"周末双休,五险一金,绩效奖金,带薪年假,节日福利",中级java工程师,15K-20K
北京-东城区,大专,不限,"五险一金,年底双薪,加班补助,包住,带薪年假",java大数据开发人工智能软件工程师实习生,5.9K-11.8K
北京-朝阳区,本科,3-5年,"带薪年假,节日福利,绩效奖金,五险一金,餐补",JAVA资深/高级研发工程师,20K-30K
北京-朝阳区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",初级java软件工程师,5.9K-11.8K
北京,本科,5-10年,"五险一金,绩效奖金,通讯补助,带薪年假,补充医疗保险",高级JAVA高级开发工程师（支付）,25K-35K
北京-朝阳区,本科,5-10年,"五险一金,年底双薪,绩效奖金,带薪年假,补充医疗保险",高级java开发工程师,15K-25K
北京,本科,5-10年,"年底双薪,五险一金,餐补,通讯补助,带薪年假",java高级工程师[北京],10K-20K
北京,本科,5-10年,"五险一金,绩效奖金,餐补,通讯补助,带薪年假",高级java工程师,15K-30K
北京,本科,3-5年,"五险一金,通讯补助,带薪年假,餐补,定期体检",中高级java工程师 北京,12K-24K
北京,本科,3-5年,"五险一金,带薪年假,补充医疗保险,交通补助,餐补",Java开发工程师,15K-30K
北京-大兴区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",初级java软件工程师,5.9K-11.8K
北京-西城区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",初级java软件工程师,5.9K-11.8K
北京-丰台区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",初级java软件工程师,5.9K-11.8K
北京,本科,3-5年,"带薪年假,节日福利,员工旅游,绩效奖金,五险一金",高级java开发工程师,25K-35K
北京,本科,5-10年,"创业公司,五险一金,餐补",高级java工程师,30K-50K
北京,本科,3-5年,"五险一金,绩效奖金,股票期权,通讯补助,带薪年假",java工程师,8K-15K
北京-崇文区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",初级java软件工程师,5.9K-11.8K
北京,本科,3-5年,"五险一金,年底双薪,包吃,交通补助,带薪年假",高级java开发工程师,10K-20K
北京-海淀区,不限,不限,"五险一金,绩效奖金,加班补助,带薪年假,周末双休",初级java,6K-8K
北京,本科,1-3年,五险一金,java开发工程师,薪资面议
北京,本科,3-5年,"五险一金,绩效奖金,全勤奖",高级Java开发工程师(AICP),15K-30K
北京,大专,3-5年,"五险一金,绩效奖金,包吃,交通补助,带薪年假",java开发工程师,15K-20K
北京,本科,不限,"每年多次调薪,五险一金,绩效奖金,加班补助,带薪年假",java开发工程师,6K-8K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,餐补",Java架构师/技术经理,30K-50K
北京-海淀区,本科,5-10年,"节日福利,五险一金,年底双薪,绩效奖金,通讯补助",软件开发高级工程师（JAVA）,30K-50K
北京-朝阳区,本科,5-10年,"健身俱乐部,五险一金,绩效奖金,包吃,带薪年假",java开发工程师,20K-25K
北京-海淀区,本科,3-5年,五险一金,java开发工程师（金融经验）,10K-15K
北京,大专,3-5年,"五险一金,周末双休,交通补助,餐补,通讯补助",初级/中级java工程师,13K-20K
北京-海淀区,本科,不限,"五险一金,年底双薪,绩效奖金,通讯补助,补充医疗保险",资深java开发工程师,50K-70K
北京,大专,不限,"14薪,住房补贴,每年多次调薪,加班补助,年底双薪",java+AI人工智能实习生,7.5K-14K
北京,不限,不限,,高级JAVA开发工程师（运作部）,20K-30K
北京-昌平区,硕士,无经验,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",java开发工程师（应届生）,10K-15K
北京-顺义区,本科,3-5年,"健身俱乐部,弹性工作,节日福利,年底双薪",JAVA高级工程师/后端负责人,15K-20K
北京,大专,不限,"住房补贴,周末双休,五险一金,年底双薪,绩效奖金",高薪急招JAVA开发,4K-6K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,交通补助,餐补",Java培训师,10K-15K
北京,大专,5-10年,"周末双休,五险一金,绩效奖金,股票期权,加班补助",高级Java开发工程师,20K-30K
city,education,experience,job_description,jobid,jobname,salary
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",CC120002369J00097529814,java分布式开发工程师,20K-30K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",CC120002369J00099112714,高级java工程师（微服务方向）,25K-30K
北京,本科,3-5年,,CC298565618J00103840109,Java高级开发工程师 lmx,10K-15K
北京,本科,3-5年,"周末双休,五险一金,绩效奖金,加班补助,带薪年假",CC120002369J00068121914,java高级软件工程师,20K-30K
北京-昌平区,大专,3-5年,,CC705286322J00097447315,java开发工程师,17K-22K
北京-海淀区,大专,1-3年,,CC705286322J00096909815,java开发工程师,7K-10K
北京,大专,5-10年,"五险一金,绩效奖金,加班补助,餐补,带薪年假",CC000569741J00093581610,java高级开发经理,20K-25K
北京,本科,3-5年,"五险一金,通讯补助,带薪年假,补充医疗保险,交通补助",CC399602784J00108511510,Java后台开发（activity方向）,10K-18K
北京,本科,5-10年,"五险一金,通讯补助,带薪年假,补充医疗保险,交通补助",CC399602784J00108508310,Java后台开发组长（activity方向）,15K-20K
北京-西城区,本科,5-10年,"五险一金,年底双薪,交通补助,餐补,带薪年假",CC267406113J90250408000,高级爬虫工程师（java/python/c）,15K-30K
北京,本科,3-5年,"五险一金,周末双休,年底双薪,绩效奖金,餐补",CC414819880J00066737811,java开发工程师,10K-15K
北京-海淀区,本科,5-10年,"五险一金,绩效奖金,交通补助,通讯补助,补充医疗保险",CC602273321J00109419413,java高级架构师,30K-50K
北京,本科,3-5年,,CC145484569J00074466815,java中高级开发工程师,10K-15K
北京-海淀区,不限,5-10年,"交通补助,弹性工作,带团队,员工旅游",CC617144229J90250114000,Java高级工程师,15K-25K
北京-朝阳区,硕士,无经验,"五险一金,年底双薪,交通补助,餐补,带薪年假",CC288047587J90250000000,Java实习生,4K-6K
北京,大专,不限,"五险一金,年底双薪,绩效奖金,加班补助,全勤奖",CC431422936J90250679000,java+人工智能AI开发签约实习生,7K-13K
北京-海淀区,大专,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假",CC431422936J00089144014,java开发初级工程师,5.9K-11.9K
北京,本科,3-5年,"五险一金,绩效奖金,带薪年假,补充医疗保险,节日福利",CC267079187J00093856615,Java开发工程师,15K-20K
北京-海淀区,不限,3-5年,"无试用期,包吃,包住,交通补助,餐补",CC617144229J90250143000,java高级外包工程师  工作地点：廊坊,15K-23K
北京-朝阳区,大专,1-3年,,CC705286322J00096569215,java开发工程师,7K-10K
北京-丰台区,本科,3-5年,"交通补助,餐补,通讯补助,带薪年假,补充医疗保险",CC399602784J90250080000,JAVA开发工程师（丰台区）,10K-18K
北京-海淀区,本科,5-10年,"节日福利,五险一金,餐补,带薪年假,补充医疗保险",CC135353923J00096303212,高级java开发工程师,20K-30K
北京,本科,5-10年,"五险一金,餐补,带薪年假,定期体检,员工旅游",CC229672080J90250020000,Java高级研发工程师,10K-20K
北京-海淀区,本科,不限,"五险一金,每年多次调薪,全额公积金,加班补助,绩效奖金",CC446769137J00184160502,初级java研发工程师,6K-8K
北京,本科,3-5年,"股票期权,每年多次调薪,弹性工作",CC280739485J00066989009,高级后端开发( java ),15K-25K
北京-朝阳区,本科,3-5年,"五险一金,公司重点项目,绩效奖金,定期团建,带薪年假",CC563212223J00239974107,java开发工程师—高级,22K-40K
北京,本科,1-3年,"五险一金,餐补,带薪年假,弹性工作,定期体检",CC432744528J90250395000,java软件开发工程师,8K-15K
北京,本科,3-5年,"五险一金,绩效奖金,全勤奖,餐补,带薪年假",CC120144258J90250476000,高级Java工程师,15K-25K
北京,不限,不限,"五险一金,绩效奖金,全勤奖,餐补,带薪年假",CC120144258J90251108000,高级JAVA工程师,15K-20K
北京,大专,5-10年,"五险一金,绩效奖金,股票期权,交通补助,餐补",CC283869915J90251524000,java工程师,15K-25K
北京,本科,3-5年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",CC120002369J00100281314,中级/高级java开发工程师,15K-30K
北京,不限,不限,"五险一金,餐补,带薪年假,节日福利,弹性工作",CC120160472J90250752000,高级java工程师,20K-30K
北京,大专,5-10年,"五险一金,年底双薪,带薪年假,弹性工作,定期体检",CC517525727J00247908405,中高级java开发工程师,20K-40K
北京-海淀区,本科,3-5年,"周末双休,五险一金,通讯补助,带薪年假,定期体检",CC411623223J90250002000,高级java研发工程师,15K-30K
北京,本科,3-5年,"五险一金,包吃,通讯补助,带薪年假,补充医疗保险",CC651530223J00086336413,java高级工程师,15K-30K
北京-海淀区,不限,1-3年,"五险一金,弹性工作,定期体检,节日福利,14薪",CC349328717J00187501308,Java开发,8K-10K
北京-西城区,不限,不限,"五险一金,年底双薪,绩效奖金,加班补助,全勤奖",CZ293012330J00091768312,java开发,8K-10K
北京,大专,5-10年,"节日福利,餐补,五险一金,年底双薪,绩效奖金",CZ686831780J00069442613,JAVA开发工程师,15K-25K
北京-朝阳区,本科,3-5年,"周末双休,五险一金,年底双薪,绩效奖金,包吃",CC120001761J00099796715,java开发工程师,15K-20K
北京-海淀区,本科,1-3年,"五险一金,年底双薪,交通补助,餐补,通讯补助",CC606048725J90250243000,java,10K-15K
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,交通补助,餐补,通讯补助",CC120884377J90299851000,JAVA高级开发工程师,15K-20K
北京,大专,不限,"五险一金,年底双薪,加班补助,包住,带薪年假",CZ689935920J00093602612,java开发初级工程师,5.9K-11.8K
北京,本科,5-10年,"五险一金,绩效奖金,餐补,补充医疗保险,定期体检",CC140274287J00103137811,高级java开发工程师（加油）,20K-40K
北京,本科,3-5年,"节日福利,五险一金,交通补助,餐补,通讯补助",CC276798114J90250440000,Java开发工程师,10K-15K
北京-东城区,大专,1-3年,"五险一金,绩效奖金,通讯补助,带薪年假,补充医疗保险",CC296299314J90250009000,Java工程师,6K-9K
北京,本科,3-5年,"五险一金,年底双薪,餐补,带薪年假,定期体检",CC599165528J90250509000,Java开发工程师,10K-15K
北京-海淀区,不限,不限,,CC617144229J90250159000,Java工程师,10K-15K
北京-朝阳区,本科,5-10年,"五险一金,年底双薪,绩效奖金,餐补,补充医疗保险",CC328521338J00088453815,java开发工程师,20K-30K
北京,本科,3-5年,"五险一金,绩效奖金,加班补助,弹性工作,节日福利",CC562718930J00072693615,java,10K-15K
北京-海淀区,大专,3-5年,"交通补助,弹性工作,员工旅游,加班补助,定期团建",CC617144229J00103010009,Java开发工程师,15K-20K
北京,本科,3-5年,"餐补,通讯补助,绩效奖金,带薪年假,弹性工作",CC274110937J00069587112,高级JAVA开发工程师-商城方向,20K-40K
北京,本科,3-5年,"周末双休,五险一金,年底双薪,节日福利,不加班",CC469369019J00109802313,java开发-民生安外-j18001,10K-15K
北京-朝阳区,本科,5-10年,,CC399048438J00091875515,HIS系统JAVA后端开发工程师  ,15K-20K
北京,本科,5-10年,"带薪年假,节日福利,员工旅游,五险一金,周末双休",CC631162628J00082110715,JAVA高级工程师,15K-25K
北京-昌平区,本科,1-3年,"五险一金,年底双薪,绩效奖金,股票期权,交通补助",CZ804882470J00083708409,中级java软件开发工程师,10K-15K
北京-朝阳区,本科,3-5年,"五险一金,年底双薪,绩效奖金,餐补,房补",CC328521338J00086727015,java,15K-20K
北京,本科,1-3年,"五险一金,年底双薪,绩效奖金,全勤奖,交通补助",CC131834848J90250715000,JAVA工程师,6K-8K
北京,本科,不限,"五险一金,绩效奖金,交通补助,餐补,节日福利",CC332296385J90250009000,JAVA高级工程师,10K-15K
北京,本科,3-5年,"创业公司,每年多次调薪,五险一金,年底双薪,定期体检",CC301737184J00026412310,高级java开发工程师,15K-25K
北京,本科,5-10年,"定期体检,节日福利,五险一金,补充医疗保险,带薪年假",CC247941519J00048193213,JAVA高级软件开发工程师,15K-20K
北京,不限,3-5年,"五险一金,交通补助,通讯补助,定期体检,14薪",CC152235410J00063660913,CORBA 接口 JAVA开发工程师,15K-20K
北京,本科,5-10年,"节日福利,五险一金,绩效奖金,餐补,带薪年假",CC432744528J00110259013,java高级开发工程师（财政二部）,15K-28K
北京,本科,5-10年,"五险一金,年底双薪,全勤奖,餐补,带薪年假",CC120174087J00100562513,java高级开发工程师,15K-25K
北京-海淀区,本科,5-10年,"餐补,绩效奖金,节日福利,加班补助,每年多次调薪",CC274110937J00082978712,java技术专家,40K-60K
北京,大专,不限,"周末双休,五险一金,交通补助,餐补,定期体检",CC621497981J00076165613,对日JAVA开发工程师（北京）,10K-15K
北京,本科,1-3年,"五险一金,年底双薪,全勤奖,餐补,带薪年假",CC120174087J90251052000,JAVA开发工程师,10K-15K
北京,大专,3-5年,"周末双休,五险一金,带薪年假,节日福利",CC379658538J00098262711,中级java工程师,15K-24K
北京,本科,1-3年,"五险一金,年底双薪,全勤奖,餐补,带薪年假",CC120174087J00111614613,中级JAVA开发工程师,15K-20K
北京-西城区,本科,3-5年,"五险一金,定期体检,绩效奖金,节日福利,交通补助",CC120133291J00099184115,java开发工程师,10K-20K
北京,本科,不限,"周末双休,五险一金,交通补助,绩效奖金,餐补",CC438159330J00095941609,Java开发 工程师,8K-10K
北京,本科,3-5年,"五险一金,年终分红,餐补,带薪年假,补充医疗保险",CC533411525J00108880813,java中级工程师,10K-20K
北京,本科,3-5年,"餐补,节日福利,五险一金,采暖补贴,补充医疗保险",CC329683235J00095821812,java高级开发工程师,15K-20K
北京-海淀区,本科,不限,"五险一金,周末双休,餐补",CC438753330J00101068914,java开发工程师,9K-18K
北京,本科,1-3年,"弹性工作,五险一金,周末双休,带薪年假,补充医疗保险",CC245597288J00097583813,Java工程师,10K-15K
北京,本科,1-3年,"周末双休,五险一金,年底双薪,节日福利,不加班",CC469369019J00109227813,Java开发-中信梧桐港-C18005,10K-15K
北京-海淀区,不限,3-5年,"五险一金,年底双薪,绩效奖金,加班补助,全勤奖",CC671222228J90250004000,JAVA软件工程师,10K-20K
北京,本科,5-10年,"五险一金,绩效奖金,加班补助,包住,带薪年假",CC469369019J00110434913,高级java开发-BRM(W18006),20K-30K
北京-朝阳区,本科,1-3年,"五险一金,公司重点项目,绩效奖金,定期团建,带薪年假",CC563212223J00239967907,java开发工程师—初中级,16K-22K
北京,本科,1-3年,"周末双休,五险一金,交通补助,餐补,员工旅游",CC137230678J00038377510,java研发工程师（初级）,8K-10K
北京,本科,3-5年,"周末双休,五险一金,节日福利,定期体检,补充医疗保险",CC247941519J00048187513,JAVA软件开发工程师,10K-15K
北京-海淀区,本科,5-10年,"五险一金,餐补,通讯补助,带薪年假,弹性工作",CC426863980J00102803615,高级java工程师,20K-30K
北京,大专,1-3年,"五险一金,年底双薪,节日福利,带薪年假",CC330418436J00068307111,java开发工程师,10K-15K
北京,硕士,不限,"节日福利,餐补,创业公司,无试用期,弹性工作",CC441091787J00070663014,JAVA开发实习生,4K-6K
北京,大专,5-10年,"周末双休,五险一金,每年多次调薪,带薪年假,节日福利",CC422760080J00059767714,JAVA开发,10K-20K
北京-通州区,大专,3-5年,"通讯补助,带薪年假,包住,定期体检,餐补",CC412449727J00101984015,JAVA开发工程师,8K-15K
北京,大专,5-10年,"五险一金,绩效奖金,交通补助,餐补,通讯补助",CC393045039J00100753609,java中高级软件工程师,15K-25K
北京,硕士,5-10年,"创业公司,五险一金,带薪年假,绩效奖金,年终分红",CC400499387J00070889714,Java高级工程师,15K-25K
北京,大专,3-5年,"五险一金,通讯补助,交通补助,带薪年假,餐补",CC146787509J00053596111,高级软件开发工程师（java）,9K-15K
北京,本科,1-3年,"周末双休,五险一金,加班补助,节日福利",CC303619380J00083008814,java开发工程师,10K-15K
北京,大专,无经验,"创业公司,14薪,五险一金,周末双休,带薪年假",CZ640836120J00050850314,java开发工程师,8K-10K
北京-东城区,大专,不限,"五险一金,年底双薪,加班补助,包住,带薪年假",CZ689935920J00094701112,java大数据开发人工智能软件工程师实习生,5.9K-11.8K
北京-朝阳区,本科,3-5年,"带薪年假,节日福利,绩效奖金,五险一金,餐补",CC400933930J00155932402,JAVA资深/高级研发工程师,20K-30K
北京-朝阳区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492612,初级java软件工程师,5.9K-11.8K
北京,本科,3-5年,"五险一金,通讯补助,带薪年假,餐补,定期体检",CC539999980J00103340612,中高级java工程师 北京,12K-24K
北京,本科,3-5年,"五险一金,带薪年假,补充医疗保险,交通补助,餐补",CC405908185J90250337000,Java开发工程师,15K-30K
北京-大兴区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096493012,初级java软件工程师,5.9K-11.8K
北京-西城区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492312,初级java软件工程师,5.9K-11.8K
北京-丰台区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492712,初级java软件工程师,5.9K-11.8K
北京,本科,3-5年,"带薪年假,节日福利,员工旅游,绩效奖金,五险一金",CC400933930J00133220502,高级java开发工程师,25K-35K
北京,本科,5-10年,"创业公司,五险一金,餐补",CC444370035J00098857511,高级java工程师,30K-50K
北京,大专,3-5年,"五险一金,绩效奖金,餐补,带薪年假,员工旅游",CC689935929J00066686412,java讲师(讲师2年经验),10K-20K
北京,本科,3-5年,"五险一金,绩效奖金,股票期权,通讯补助,带薪年假",CC189085312J00136846904,java工程师,8K-15K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,通讯补助,带薪年假,定期体检",CC147379648J90250777000,Java后端工程师,10K-20K
北京-崇文区,大专,不限,"14薪,住房补贴,每年多次调薪,周末双休,五险一金",CC689935929J00096492412,初级java软件工程师,5.9K-11.8K
北京-西城区,不限,1-3年,"带薪年假,节日福利,员工旅游,周末双休,定期团建",CC596626722J00103112015,Java开发（急招）,10K-15K
北京-海淀区,不限,不限,"五险一金,绩效奖金,加班补助,带薪年假,周末双休",CC134503487J00067721911,初级java,6K-8K
北京,大专,3-5年,"绩效奖金,五险一金,带薪年假,弹性工作,节日福利",CC207057318J00027491113,javaweb开发工程师,8K-10K
北京,本科,1-3年,五险一金,CC000456713J00061701212,java开发工程师,薪资面议
北京,大专,3-5年,"五险一金,绩效奖金,包吃,交通补助,带薪年假",CC348495817J00055830013,java开发工程师,15K-20K
北京,本科,3-5年,"五险一金,年底双薪,包吃,交通补助,带薪年假",CC251266619J90251989000,高级java开发工程师,10K-20K
北京,本科,不限,"每年多次调薪,五险一金,绩效奖金,加班补助,带薪年假",CC120160395J90273211000,java开发工程师,6K-8K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,餐补",CZ254250010J00085492109,Java架构师/技术经理,30K-50K
北京-海淀区,本科,5-10年,"节日福利,五险一金,年底双薪,绩效奖金,通讯补助",CC142331073J90251169000,软件开发高级工程师（JAVA）,30K-50K
北京,本科,3-5年,"五险一金,绩效奖金,全勤奖",CC120359452J00083658314,高级Java开发工程师(AICP),15K-30K
北京-朝阳区,本科,5-10年,"健身俱乐部,五险一金,绩效奖金,包吃,带薪年假",CC475537517J00070422309,java开发工程师,20K-25K
北京-海淀区,本科,3-5年,五险一金,CC493150925J00106256910,java开发工程师（金融经验）,10K-15K
北京,大专,3-5年,"五险一金,周末双休,交通补助,餐补,通讯补助",CC311289936J00068679609,初级/中级java工程师,13K-20K
北京,不限,不限,,CC135201688J90252805000,高级JAVA开发工程师（运作部）,20K-30K
北京-昌平区,硕士,无经验,"五险一金,年底双薪,绩效奖金,带薪年假,弹性工作",CC219857233J00099459713,java开发工程师（应届生）,10K-15K
北京-海淀区,本科,不限,"五险一金,年底双薪,绩效奖金,通讯补助,补充医疗保险",CC406475887J00129295111,资深java开发工程师,50K-70K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,交通补助,餐补",CC000526626J90251243000,Java培训师,10K-15K
北京,大专,5-10年,"周末双休,五险一金,绩效奖金,股票期权,加班补助",CC230318426J00048347410,高级Java开发工程师,20K-30K
北京,大专,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,交通补助",CC000327562J90253099000,高级JAVA开发工程师,10K-15K
北京-顺义区,本科,3-5年,"健身俱乐部,弹性工作,节日福利,年底双薪",CC260476732J00110588810,JAVA高级工程师/后端负责人,15K-20K
北京,大专,不限,"住房补贴,周末双休,五险一金,年底双薪,绩效奖金",CC350336118J00069674811,高薪急招JAVA开发,4K-6K
北京,本科,3-5年,"节日福利,带薪年假,五险一金,周末双休,大牛带队",CC120179637J00102651515,中高级java开发工程师、leader,15K-20K
北京,大专,不限,"14薪,住房补贴,每年多次调薪,加班补助,年底双薪",CC431422936J00032481614,java+AI人工智能实习生,7.5K-14K
北京,大专,3-5年,,CC596626722J00102310515,java开发工程师,10K-15K
北京-海淀区,大专,1-3年,"节日福利,五险一金,绩效奖金,年终分红,交通补助",CC364278322J90250004000,java开发工程师,15K-25K
北京,本科,5-10年,"五险一金,周末双休,带薪年假,创业公司",CZ751818170J00083634313,java技术经理,20K-30K
北京-通州区,本科,3-5年,"每年多次调薪,工作居住证,员工旅游,餐补,定期体检",CC120160395J90272720000,Java中级开发工程师,10K-15K
北京,不限,1-3年,"五险一金,年底双薪,绩效奖金,餐补,带薪年假",CC190741519J00101999514,Java技术经理、架构师,8K-10K
北京-顺义区,本科,3-5年,"五险一金,餐补,节日福利,带薪年假,周末双休",CC519662086J90250096000,Java开发工程师,10K-18K
北京,本科,3-5年,"五险一金,年底双薪,绩效奖金,年终分红,交通补助",CC000327562J90253063000,JAVA开发工程师,15K-20K
北京,大专,不限,"住房补贴,周末双休,五险一金,年底双薪,绩效奖金",CC350336118J00068387011,急聘JAVA初级软件开发工程师+五险一金,8K-10K
北京,本科,3-5年,"创业公司,每年多次调薪,周末双休,节日福利,员工旅游",CC580392580J00062073313,java高级工程师 / java技术经理,20K-35K
北京-丰台区,本科,3-5年,"五险一金,餐补,带薪年假,弹性工作",CC519662086J00268831001,Java开发（丰台）,15K-20K
北京-海淀区,不限,不限,"加班补助,弹性工作,定期体检,员工旅游,节日福利",CC581369222J00237352603,java开发工程师,10K-20K
北京,大专,3-5年,,CC151112226J00104720009,java工程师,8K-10K
北京,大专,1-3年,,CC417622937J90250028000,java软件开发工程师,4K-8K
北京-海淀区,本科,3-5年,"五险一金,交通补助,餐补,通讯补助,带薪年假",CC120490940J00066135910,高级开发工程师java,10K-15K
北京,本科,3-5年,"五险一金,加班补助,餐补,带薪年假,定期体检",CC000526626J90251325000,Java工程师,20K-30K
北京,本科,3-5年,"节日福利,五险一金,年底双薪,交通补助,员工旅游",CC381640713J90252115000,中级Java工程师,10K-18K
北京,大专,3-5年,"五险一金,周末双休,大牛带队,节日福利,年终分红",CC659376730J00185303802,java工程师,10K-15K
